ManagedAreaName|AreaID|ProgramID|ProgramName|ProgramLocationID|ParameterName|RelativeDepth|N_Data|N_Years|EarliestYear|LatestYear|EarliestSampleDate|LastSampleDate|Median|SufficientData|Independent|tau|p|SenSlope|SenIntercept|ChiSquared|pChiSquared|ub|lb|Trend|Website|TrendIcon|TrendText
Nature Coast Aquatic Preserve|48|7|National Water Information System|284506082435801|Water Temperature|Surface|1033|3|2024|2026|2024-09-17T00:00:00Z|2026-05-21T00:00:00Z|22.7|FALSE|||||||||||1|2|Insufficient data
Nature Coast Aquatic Preserve|48|471|Big Bend Seagrasses Aquatic Preserves Continuous Water Quality Monitoring|BBSHS|Dissolved Oxygen|Bottom|6555|1|2016|2016|2016-05-02T13:15:00Z|2016-07-12T08:45:00Z|5.7|FALSE|||||||||||1|2|Insufficient data
Nature Coast Aquatic Preserve|48|471|Big Bend Seagrasses Aquatic Preserves Continuous Water Quality Monitoring|BBSHS|Dissolved Oxygen Saturation|Bottom|6555|1|2016|2016|2016-05-02T13:15:00Z|2016-07-12T08:45:00Z|82.6|FALSE|||||||||||1|2|Insufficient data
Nature Coast Aquatic Preserve|48|471|Big Bend Seagrasses Aquatic Preserves Continuous Water Quality Monitoring|BBSHS|Salinity|Bottom|235670|12|2004|2016|2004-02-02T11:30:00Z|2016-07-12T08:45:00Z|18.4|TRUE|TRUE|-0.21765|0.00499|-0.38378|21.32939|5.3322|0.914|-0.11529|-0.58486|-1|1|-1|Decreasing trend
Nature Coast Aquatic Preserve|48|471|Big Bend Seagrasses Aquatic Preserves Continuous Water Quality Monitoring|BBSHS|Specific Conductivity|Bottom|244109|12|2004|2016|2004-01-09T12:00:00Z|2016-07-12T08:45:00Z|29.73|TRUE|TRUE|-0.1345|0.07164|-0.32997|31.52803|5.1454|0.9239|0.02246|-0.73513|0|1|0|No detectable trend
Nature Coast Aquatic Preserve|48|471|Big Bend Seagrasses Aquatic Preserves Continuous Water Quality Monitoring|BBSHS|Turbidity|Bottom|6368|1|2016|2016|2016-05-02T13:15:00Z|2016-07-12T08:45:00Z|2|FALSE|||||||||||1|2|Insufficient data
Nature Coast Aquatic Preserve|48|471|Big Bend Seagrasses Aquatic Preserves Continuous Water Quality Monitoring|BBSHS|Water Temperature|Bottom|244110|12|2004|2016|2004-01-09T12:00:00Z|2016-07-12T08:45:00Z|24.5|TRUE|TRUE|0.04678|0.52385|0.02859|23.76923|8.6115|0.6577|0.10789|-0.05149|0|1|0|No detectable trend
Nature Coast Aquatic Preserve|48|471|Big Bend Seagrasses Aquatic Preserves Continuous Water Quality Monitoring|BBSHS|pH|Bottom|6555|1|2016|2016|2016-05-02T13:15:00Z|2016-07-12T08:45:00Z|8|FALSE|||||||||||1|2|Insufficient data
North Fork St. Lucie Aquatic Preserve|31|7|National Water Information System|02276575|Salinity|Surface|2666|9|2002|2011|2002-10-02T00:00:00Z|2011-10-03T00:00:00Z|9.1|TRUE|TRUE|0.21587|0.01741|0.51679|6.07705|7.3594|0.7693|0.93268|0.11195|1|1|1|Increasing trend
North Fork St. Lucie Aquatic Preserve|31|7|National Water Information System|02276575|Specific Conductivity|Surface|1794|6|2006|2011|2006-11-02T00:00:00Z|2011-10-03T00:00:00Z|17.9|TRUE|TRUE|0.11667|0.35797|0.70357|19.16022|6.46|0.841|2.37837|-0.61618|0|1|0|No detectable trend
North Fork St. Lucie Aquatic Preserve|31|7|National Water Information System|02276575|Water Temperature|Surface|2664|9|2002|2011|2002-10-02T00:00:00Z|2011-10-04T00:00:00Z|27.3|TRUE|TRUE|0.06138|0.45888|0.03022|26.66304|5.4359|0.9082|0.12559|-0.05659|0|1|0|No detectable trend
Pellicer Creek Aquatic Preserve|33|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|Chlorophyll a, Uncorrected for Pheophytin|Bottom|212219|7|2019|2025|2019-06-04T10:45:00Z|2025-12-31T23:45:00Z|12.9|TRUE|TRUE|0.0616|0.60488|0.13175|14.1204|11.8976|0.3714|0.63678|-0.32189|0|0|0|No detectable trend
Pellicer Creek Aquatic Preserve|33|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|Dissolved Oxygen|Bottom|746219|26|2001|2026|2001-01-01T00:00:00Z|2026-05-21T02:00:00Z|5.5|TRUE|TRUE|0.05465|0.17135|0.00565|5.27498|20.1998|0.0427|0.01352|-0.00269|0|1|0|No detectable trend
Pellicer Creek Aquatic Preserve|33|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|Dissolved Oxygen Saturation|Bottom|747712|26|2001|2026|2001-01-01T00:00:00Z|2026-05-21T02:00:00Z|71.7|TRUE|TRUE|0.03546|0.35146|0.05083|67.86621|23.9328|0.013|0.16754|-0.06571|0|1|0|No detectable trend
Pellicer Creek Aquatic Preserve|33|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|Salinity|Bottom|755999|26|2001|2026|2001-01-01T00:00:00Z|2026-05-21T02:00:00Z|16.7|TRUE|TRUE|-0.1152|0.0054|-0.17525|16.35013|5.9948|0.8737|-0.04398|-0.27458|-1|1|-1|Decreasing trend
Pellicer Creek Aquatic Preserve|33|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|Specific Conductivity|Bottom|756766|26|2001|2026|2001-01-01T00:00:00Z|2026-05-21T02:00:00Z|27.2|TRUE|TRUE|-0.11963|0.00388|-0.27323|27.25212|6.1105|0.8659|-0.08211|-0.42902|-1|1|-1|Decreasing trend
Pellicer Creek Aquatic Preserve|33|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|Turbidity|Bottom|731428|26|2001|2026|2001-01-01T00:00:00Z|2026-05-21T02:00:00Z|9|TRUE|TRUE|-0.1543|0.00022|-0.08538|9.7034|11.4967|0.4026|-0.03759|-0.13856|-1|1|-1|Decreasing trend
Pellicer Creek Aquatic Preserve|33|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|Water Temperature|Bottom|764565|26|2001|2026|2001-01-01T00:00:00Z|2026-05-21T02:00:00Z|24.3|TRUE|TRUE|0.15632|0.00012|0.04318|23.69217|4.604|0.9488|0.06494|0.02082|1|1|1|Increasing trend
Pellicer Creek Aquatic Preserve|33|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|gtmpcwq|pH|Bottom|740446|26|2001|2026|2001-01-01T00:00:00Z|2026-05-21T02:00:00Z|7.4|TRUE|TRUE|-0.07467|0.07332|-0.00308|7.43439|15.6621|0.1541|0.00023|-0.00732|0|1|0|No detectable trend
Pine Island Sound Aquatic Preserve|34|7|National Water Information System|02293249|Chlorophyll a, Uncorrected for Pheophytin|Surface|932|4|2010|2013|2010-03-06T00:00:00Z|2013-10-27T00:00:00Z|66.8|FALSE|||||||||||0|2|Insufficient data
Pine Island Sound Aquatic Preserve|34|7|National Water Information System|02293249|Dissolved Oxygen|Surface|1302|4|2010|2013|2010-03-06T00:00:00Z|2013-11-01T00:00:00Z|8.8|FALSE|||||||||||1|2|Insufficient data
Pine Island Sound Aquatic Preserve|34|7|National Water Information System|02293249|Fluorescent Dissolved Organic Matter|Surface|636|3|2011|2013|2011-08-25T00:00:00Z|2013-10-27T00:00:00Z|29.35|FALSE|||||||||||0|2|Insufficient data
Pine Island Sound Aquatic Preserve|34|7|National Water Information System|02293249|Salinity|Surface|1871|4|2010|2013|2010-03-06T00:00:00Z|2013-12-10T00:00:00Z|32|FALSE|||||||||||1|2|Insufficient data
Pine Island Sound Aquatic Preserve|34|7|National Water Information System|02293249|Turbidity|Surface|1174|4|2010|2013|2010-03-06T00:00:00Z|2013-10-27T00:00:00Z|5.4|FALSE|||||||||||1|2|Insufficient data
Pine Island Sound Aquatic Preserve|34|7|National Water Information System|02293249|Water Temperature|Surface|2445|4|2010|2013|2010-03-06T00:00:00Z|2013-12-10T00:00:00Z|28.1|FALSE|||||||||||1|2|Insufficient data
Pine Island Sound Aquatic Preserve|34|7|National Water Information System|02293249|pH|Surface|1164|4|2010|2013|2010-03-06T00:00:00Z|2013-10-26T00:00:00Z|8.3|FALSE|||||||||||1|2|Insufficient data
Pinellas County Aquatic Preserve|35|5|National Data Buoy Center|CWBF1|Water Temperature|Surface|1462490|22|2005|2026|2005-02-01T21:00:00Z|2026-03-31T23:54:00Z|25.2|TRUE|TRUE|0.16086|0.00067|0.05735|24.9013|6.2868|0.8536|0.09222|0.02501|1|1|1|Increasing trend
Pinellas County Aquatic Preserve|35|5|National Data Buoy Center|FHPF1|Water Temperature|Surface|12636|2|2013|2016|2013-08-21T02:12:00Z|2016-08-14T02:06:00Z|27.9|FALSE|||||||||||1|2|Insufficient data
Pinellas County Aquatic Preserve|35|7|National Water Information System|02310175|Specific Conductivity|Surface|1876|4|2003|2006|2003-11-14T00:00:00Z|2006-10-01T00:00:00Z|42.3|FALSE|||||||||||1|2|Insufficient data
Pinellas County Aquatic Preserve|35|7|National Water Information System|02310175|Water Temperature|Surface|1421|4|2003|2006|2003-11-14T00:00:00Z|2006-10-01T00:00:00Z|26.5|FALSE|||||||||||1|2|Insufficient data
Pinellas County Aquatic Preserve|35|7|National Water Information System|02310207|Specific Conductivity|Surface|1502|3|2004|2006|2004-02-05T00:00:00Z|2006-10-01T00:00:00Z|45.6|FALSE|||||||||||1|2|Insufficient data
Pinellas County Aquatic Preserve|35|7|National Water Information System|02310207|Water Temperature|Surface|1424|3|2004|2006|2004-02-05T00:00:00Z|2006-10-01T00:00:00Z|27.55|FALSE|||||||||||1|2|Insufficient data
Rookery Bay Aquatic Preserve|38|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbbmwq|Dissolved Oxygen|Bottom|10441|2|1997|1998|1997-01-22T15:30:00Z|1998-02-13T14:00:00Z|7.2|FALSE|||||||||||1|2|Insufficient data
Rookery Bay Aquatic Preserve|38|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbbmwq|Dissolved Oxygen Saturation|Bottom|10441|2|1997|1998|1997-01-22T15:30:00Z|1998-02-13T14:00:00Z|102.4|FALSE|||||||||||1|2|Insufficient data
Rookery Bay Aquatic Preserve|38|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbbmwq|Salinity|Bottom|12256|2|1997|1998|1997-01-22T15:30:00Z|1998-02-13T14:00:00Z|34.5|FALSE|||||||||||1|2|Insufficient data
Rookery Bay Aquatic Preserve|38|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbbmwq|Specific Conductivity|Bottom|12256|2|1997|1998|1997-01-22T15:30:00Z|1998-02-13T14:00:00Z|52.41|FALSE|||||||||||1|2|Insufficient data
Rookery Bay Aquatic Preserve|38|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbbmwq|Turbidity|Bottom|10654|2|1997|1998|1997-01-22T15:30:00Z|1998-01-30T20:30:00Z|11|FALSE|||||||||||1|2|Insufficient data
Rookery Bay Aquatic Preserve|38|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbbmwq|Water Temperature|Bottom|12610|2|1997|1998|1997-01-22T15:30:00Z|1998-02-13T14:00:00Z|23.8|FALSE|||||||||||1|2|Insufficient data
Rookery Bay Aquatic Preserve|38|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbbmwq|pH|Bottom|12610|2|1997|1998|1997-01-22T15:30:00Z|1998-02-13T14:00:00Z|8|FALSE|||||||||||1|2|Insufficient data
Rookery Bay Aquatic Preserve|38|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkblhwq|Dissolved Oxygen|Bottom|622816|23|2001|2026|2001-01-02T11:30:00Z|2026-05-21T02:00:00Z|5.6|TRUE|TRUE|0.01455|0.73551|0.00114|5.48043|9.9529|0.5346|0.00815|-0.00607|0|1|0|No detectable trend
Rookery Bay Aquatic Preserve|38|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkblhwq|Dissolved Oxygen Saturation|Bottom|635134|23|2001|2026|2001-01-02T11:30:00Z|2026-05-21T02:00:00Z|82.1|TRUE|TRUE|0.05255|0.22151|0.05479|81.1693|12.1084|0.3555|0.14223|-0.03527|0|1|0|No detectable trend
Rookery Bay Aquatic Preserve|38|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkblhwq|Salinity|Bottom|709967|26|2001|2026|2001-01-02T11:30:00Z|2026-05-21T02:00:00Z|33.2|TRUE|TRUE|-0.11608|0.00467|-0.0685|34.36083|7.7339|0.7369|-0.02074|-0.10796|-1|1|-1|Decreasing trend
Rookery Bay Aquatic Preserve|38|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkblhwq|Specific Conductivity|Bottom|710006|26|2001|2026|2001-01-02T11:30:00Z|2026-05-21T02:00:00Z|50.68|TRUE|TRUE|-0.11287|0.00597|-0.09102|52.10552|7.4986|0.7574|-0.02616|-0.14272|-1|1|-1|Decreasing trend
Rookery Bay Aquatic Preserve|38|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkblhwq|Turbidity|Bottom|657127|26|2001|2026|2001-01-02T11:30:00Z|2026-05-21T02:00:00Z|8|TRUE|TRUE|-0.27281|0|-0.18306|12.17906|17.5564|0.0925|-0.12748|-0.23679|-1|1|-1|Decreasing trend
Rookery Bay Aquatic Preserve|38|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkblhwq|Water Temperature|Bottom|741119|26|2001|2026|2001-01-02T11:30:00Z|2026-05-21T02:00:00Z|26.8|TRUE|TRUE|0.23391|0|0.04712|26.22865|6.0328|0.8712|0.06306|0.03011|1|1|1|Increasing trend
Rookery Bay Aquatic Preserve|38|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkblhwq|pH|Bottom|680804|26|2001|2026|2001-01-02T11:30:00Z|2026-05-21T02:00:00Z|7.9|TRUE|TRUE|0.14365|0.00048|0.00251|7.827|21.2873|0.0305|0.00435|0.00133|1|1|1|Increasing trend
Rookery Bay National Estuarine Research Reserve|39|7|National Water Information System|02291330|Salinity|Surface|1697|4|2011|2014|2011-05-19T00:00:00Z|2014-10-16T00:00:00Z|35|FALSE|||||||||||1|2|Insufficient data
Rookery Bay National Estuarine Research Reserve|39|7|National Water Information System|02291330|Water Temperature|Surface|1901|4|2011|2014|2011-05-19T00:00:00Z|2014-10-16T00:00:00Z|28.3|FALSE|||||||||||1|2|Insufficient data
Rookery Bay National Estuarine Research Reserve|39|7|National Water Information System|255123081321300|Salinity|Surface|1809|8|2007|2017|2007-06-14T00:00:00Z|2017-09-09T00:00:00Z|32|TRUE|TRUE|-0.22751|0.01822|-0.43813|35.11204|6.3627|0.8481|-0.05291|-0.91064|-1|1|-1|Decreasing trend
Rookery Bay National Estuarine Research Reserve|39|7|National Water Information System|255123081321300|Specific Conductivity|Surface|1295|6|2010|2017|2010-10-01T00:00:00Z|2017-09-09T00:00:00Z|49.1|TRUE|TRUE|-0.2|0.20337|-1.03484|53.63391|15.084|0.1787|0.12016|-2.33596|0|1|0|No detectable trend
Rookery Bay National Estuarine Research Reserve|39|7|National Water Information System|255123081321300|Water Temperature|Surface|1818|8|2007|2017|2007-06-14T00:00:00Z|2017-09-09T00:00:00Z|27.3|TRUE|TRUE|0.10053|0.38435|0.02661|26.46069|14.3991|0.2117|0.08398|-0.02836|0|1|0|No detectable trend
Rookery Bay National Estuarine Research Reserve|39|7|National Water Information System|255138081321701|Salinity|Surface|3074|10|2017|2026|2017-11-08T00:00:00Z|2026-05-21T00:00:00Z|32|TRUE|TRUE|0.20804|0.00772|0.28326|29.33107|2.919|0.9918|0.48214|0.09839|1|1|1|Increasing trend
Rookery Bay National Estuarine Research Reserve|39|7|National Water Information System|255138081321701|Specific Conductivity|Surface|3074|10|2017|2026|2017-11-08T00:00:00Z|2026-05-21T00:00:00Z|48.7|TRUE|TRUE|0.2129|0.00637|0.34918|45.21371|3.2551|0.9869|0.64717|0.14198|1|1|1|Increasing trend
Rookery Bay National Estuarine Research Reserve|39|7|National Water Information System|255138081321701|Water Temperature|Surface|3093|10|2017|2026|2017-11-07T00:00:00Z|2026-05-21T00:00:00Z|27|TRUE|TRUE|0.0104|0.97439|0.00356|26.93521|23.7885|0.0137|0.06983|-0.09081|0|1|0|No detectable trend
Rookery Bay National Estuarine Research Reserve|39|7|National Water Information System|255432081303900|Salinity|Surface|6556|20|2006|2026|2006-05-13T00:00:00Z|2026-05-21T00:00:00Z|22|TRUE|TRUE|-0.05304|0.29112|-0.05913|26.66592|3.9266|0.972|0.05634|-0.20842|0|1|0|No detectable trend
Rookery Bay National Estuarine Research Reserve|39|7|National Water Information System|255432081303900|Specific Conductivity|Surface|5600|17|2010|2026|2010-09-30T00:00:00Z|2026-05-21T00:00:00Z|34.9|TRUE|TRUE|0.00116|0.9788|0.00667|31.27891|1.6389|0.9994|0.22629|-0.26324|0|1|0|No detectable trend
Rookery Bay National Estuarine Research Reserve|39|7|National Water Information System|255432081303900|Water Temperature|Surface|6615|20|2006|2026|2006-05-13T00:00:00Z|2026-05-21T00:00:00Z|27|TRUE|TRUE|0.17132|0.00041|0.04667|26.23127|11.7869|0.3799|0.07|0.01913|1|1|1|Increasing trend
Rookery Bay National Estuarine Research Reserve|39|7|National Water Information System|255443081314700|Salinity|Surface|1465|4|2007|2011|2007-02-28T00:00:00Z|2011-10-05T00:00:00Z|32|FALSE|||||||||||1|2|Insufficient data
Rookery Bay National Estuarine Research Reserve|39|7|National Water Information System|255443081314700|Water Temperature|Surface|2011|4|2007|2011|2007-02-28T00:00:00Z|2011-10-05T00:00:00Z|29.3|FALSE|||||||||||1|2|Insufficient data
Rookery Bay National Estuarine Research Reserve|39|7|National Water Information System|255532081314300|Salinity|Surface|902|3|2009|2011|2009-03-25T00:00:00Z|2011-10-05T00:00:00Z|31|FALSE|||||||||||1|2|Insufficient data
Rookery Bay National Estuarine Research Reserve|39|7|National Water Information System|255532081314300|Water Temperature|Surface|906|3|2009|2011|2009-03-24T00:00:00Z|2011-10-05T00:00:00Z|29.3|FALSE|||||||||||1|2|Insufficient data
Rookery Bay National Estuarine Research Reserve|39|7|National Water Information System|255534081324000|Salinity|Surface|6250|19|2007|2026|2007-04-19T00:00:00Z|2026-05-21T00:00:00Z|32|TRUE|TRUE|-0.02475|0.61641|-0.03107|33.56223|9.2037|0.6031|0.08618|-0.1416|0|1|0|No detectable trend
Rookery Bay National Estuarine Research Reserve|39|7|National Water Information System|255534081324000|Specific Conductivity|Surface|5597|17|2010|2026|2010-09-30T00:00:00Z|2026-05-21T00:00:00Z|48.8|TRUE|TRUE|0.06153|0.23698|0.10905|48.14487|5.3934|0.9106|0.23296|-0.08786|0|1|0|No detectable trend
Rookery Bay National Estuarine Research Reserve|39|7|National Water Information System|255534081324000|Water Temperature|Surface|6313|19|2007|2026|2007-04-19T00:00:00Z|2026-05-21T00:00:00Z|26.6|TRUE|TRUE|0.1326|0.00743|0.03095|25.66828|7.6028|0.7484|0.05632|0.00781|1|1|1|Increasing trend
Rookery Bay National Estuarine Research Reserve|39|7|National Water Information System|255654081350200|Salinity|Surface|6271|19|2007|2026|2007-05-17T00:00:00Z|2026-05-21T00:00:00Z|32|TRUE|TRUE|-0.03162|0.52407|-0.03226|33.07499|9.9122|0.5383|0.06518|-0.13708|0|1|0|No detectable trend
Rookery Bay National Estuarine Research Reserve|39|7|National Water Information System|255654081350200|Specific Conductivity|Surface|5635|17|2010|2026|2010-10-01T00:00:00Z|2026-05-21T00:00:00Z|48.8|TRUE|TRUE|0.04124|0.42963|0.05226|47.21475|6.6139|0.8294|0.16987|-0.08094|0|1|0|No detectable trend
Rookery Bay National Estuarine Research Reserve|39|7|National Water Information System|255654081350200|Water Temperature|Surface|6310|19|2007|2026|2007-05-17T00:00:00Z|2026-05-21T00:00:00Z|26.7|TRUE|TRUE|0.1064|0.0325|0.02814|26.4131|10.5605|0.4808|0.05727|0.00307|1|1|1|Increasing trend
Rookery Bay National Estuarine Research Reserve|39|7|National Water Information System|255732081363700|Salinity|Surface|1434|5|2011|2015|2011-11-18T00:00:00Z|2015-10-21T00:00:00Z|34|TRUE|TRUE|0.25|0.09552|0.52419|32.15206|10.2692|0.5063|1.21762|-0.03333|0|1|0|No detectable trend
Rookery Bay National Estuarine Research Reserve|39|7|National Water Information System|255732081363700|Water Temperature|Surface|1435|5|2011|2015|2011-11-17T00:00:00Z|2015-10-21T00:00:00Z|28.4|TRUE|TRUE|0.23611|0.1149|0.23065|27.2975|7.0645|0.7938|0.48808|-0.03461|0|1|0|No detectable trend
Rookery Bay National Estuarine Research Reserve|39|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbbmwq|Dissolved Oxygen|Bottom|10441|2|1997|1998|1997-01-22T15:30:00Z|1998-02-13T14:00:00Z|7.2|FALSE|||||||||||1|2|Insufficient data
Rookery Bay National Estuarine Research Reserve|39|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbbmwq|Dissolved Oxygen Saturation|Bottom|10441|2|1997|1998|1997-01-22T15:30:00Z|1998-02-13T14:00:00Z|102.4|FALSE|||||||||||1|2|Insufficient data
Rookery Bay National Estuarine Research Reserve|39|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbbmwq|Salinity|Bottom|12256|2|1997|1998|1997-01-22T15:30:00Z|1998-02-13T14:00:00Z|34.5|FALSE|||||||||||1|2|Insufficient data
Rookery Bay National Estuarine Research Reserve|39|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbbmwq|Specific Conductivity|Bottom|12256|2|1997|1998|1997-01-22T15:30:00Z|1998-02-13T14:00:00Z|52.41|FALSE|||||||||||1|2|Insufficient data
Rookery Bay National Estuarine Research Reserve|39|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbbmwq|Turbidity|Bottom|10654|2|1997|1998|1997-01-22T15:30:00Z|1998-01-30T20:30:00Z|11|FALSE|||||||||||1|2|Insufficient data
Rookery Bay National Estuarine Research Reserve|39|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbbmwq|Water Temperature|Bottom|12610|2|1997|1998|1997-01-22T15:30:00Z|1998-02-13T14:00:00Z|23.8|FALSE|||||||||||1|2|Insufficient data
Rookery Bay National Estuarine Research Reserve|39|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbbmwq|pH|Bottom|12610|2|1997|1998|1997-01-22T15:30:00Z|1998-02-13T14:00:00Z|8|FALSE|||||||||||1|2|Insufficient data
Rookery Bay National Estuarine Research Reserve|39|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbfbwq|Dissolved Oxygen|Bottom|612445|23|2002|2026|2002-01-01T00:00:00Z|2026-05-11T10:30:00Z|5.4|TRUE|TRUE|-0.02927|0.50997|-0.00344|5.2054|11.6518|0.3904|0.00582|-0.01101|0|1|0|No detectable trend
Rookery Bay National Estuarine Research Reserve|39|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbfbwq|Dissolved Oxygen Saturation|Bottom|616751|23|2002|2026|2002-01-01T00:00:00Z|2026-05-11T10:30:00Z|79.1|TRUE|TRUE|0.0309|0.50997|0.03888|78.41674|10.3599|0.4983|0.14321|-0.07744|0|1|0|No detectable trend
Rookery Bay National Estuarine Research Reserve|39|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbfbwq|Salinity|Bottom|711718|25|2002|2026|2002-01-01T00:00:00Z|2026-05-11T10:30:00Z|30|TRUE|TRUE|0.05302|0.20706|0.04396|30.7964|4.6257|0.9479|0.10938|-0.02553|0|1|0|No detectable trend
Rookery Bay National Estuarine Research Reserve|39|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbfbwq|Specific Conductivity|Bottom|711718|25|2002|2026|2002-01-01T00:00:00Z|2026-05-11T10:30:00Z|46.24|TRUE|TRUE|0.05359|0.20203|0.06194|47.29908|4.4148|0.9562|0.15101|-0.03067|0|1|0|No detectable trend
Rookery Bay National Estuarine Research Reserve|39|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbfbwq|Turbidity|Bottom|691451|25|2002|2026|2002-01-01T00:00:00Z|2026-05-11T10:30:00Z|7|TRUE|TRUE|-0.38908|0|-0.22615|11.2076|8.3795|0.679|-0.18741|-0.27264|-1|1|-1|Decreasing trend
Rookery Bay National Estuarine Research Reserve|39|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbfbwq|Water Temperature|Bottom|727557|25|2002|2026|2002-01-01T00:00:00Z|2026-05-11T10:30:00Z|27|TRUE|TRUE|0.22025|0|0.03847|26.25785|7.3562|0.7695|0.05434|0.02493|1|1|1|Increasing trend
Rookery Bay National Estuarine Research Reserve|39|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbfbwq|pH|Bottom|679220|25|2002|2026|2002-01-01T00:00:00Z|2026-05-11T10:30:00Z|7.8|TRUE|TRUE|0.03705|0.36321|0.00069|7.83172|17.1173|0.1045|0.00208|-0.00076|0|1|0|No detectable trend
Rookery Bay National Estuarine Research Reserve|39|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbfuwq|Dissolved Oxygen|Bottom|644958|22|2002|2026|2002-01-01T00:00:00Z|2026-05-11T10:00:00Z|5.1|TRUE|TRUE|-0.29675|0|-0.0237|5.26756|5.5893|0.8993|-0.01626|-0.03136|-1|1|-1|Decreasing trend
Rookery Bay National Estuarine Research Reserve|39|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbfuwq|Dissolved Oxygen Saturation|Bottom|645300|22|2002|2026|2002-01-01T00:00:00Z|2026-05-11T10:00:00Z|72.7|TRUE|TRUE|-0.19979|0.00001|-0.17214|76.8875|6.9182|0.8057|-0.0939|-0.26422|-1|1|-1|Decreasing trend
Rookery Bay National Estuarine Research Reserve|39|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbfuwq|Salinity|Bottom|725512|25|2002|2026|2002-01-01T00:00:00Z|2026-05-11T10:00:00Z|26.5|TRUE|TRUE|0.02739|0.51214|0.03086|27.818|5.6123|0.8979|0.1098|-0.06538|0|1|0|No detectable trend
Rookery Bay National Estuarine Research Reserve|39|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbfuwq|Specific Conductivity|Bottom|725511|25|2002|2026|2002-01-01T00:00:00Z|2026-05-11T10:00:00Z|41.45|TRUE|TRUE|0.02739|0.51214|0.04312|43.06122|5.7156|0.8916|0.1612|-0.08944|0|1|0|No detectable trend
Rookery Bay National Estuarine Research Reserve|39|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbfuwq|Turbidity|Bottom|664104|25|2002|2026|2002-01-01T00:00:00Z|2026-05-11T10:00:00Z|6|TRUE|TRUE|-0.19034|0.00001|-0.0755|8.5726|12.1096|0.3555|-0.04494|-0.10927|-1|1|-1|Decreasing trend
Rookery Bay National Estuarine Research Reserve|39|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbfuwq|Water Temperature|Bottom|736040|25|2002|2026|2002-01-01T00:00:00Z|2026-05-11T10:00:00Z|26.9|TRUE|TRUE|0.26005|0|0.06378|26.07803|7.8949|0.7227|0.081|0.04426|1|1|1|Increasing trend
